,index,symboling,wheel-base,length,width,height,curb-weight,engine-size,compression-ratio,city-mpg,highway-mpg,normalized-losses,make_alfa-romero,make_audi,make_bmw,make_chevrolet,make_dodge,make_honda,make_isuzu,make_jaguar,make_mazda,make_mercedes-benz,make_mercury,make_mitsubishi,make_nissan,make_peugot,make_plymouth,make_porsche,make_renault,make_saab,make_subaru,make_toyota,make_volkswagen,make_volvo,fuel-type_diesel,fuel-type_gas,aspiration_std,aspiration_turbo,num-of-doors_four,num-of-doors_two,body-style_convertible,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_4wd,drive-wheels_fwd,drive-wheels_rwd,engine-location_front,engine-location_rear,engine-type_dohc,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,engine-type_rotor,num-of-cylinders_eight,num-of-cylinders_five,num-of-cylinders_four,num-of-cylinders_six,num-of-cylinders_three,num-of-cylinders_twelve,num-of-cylinders_two,fuel-system_1bbl,fuel-system_2bbl,fuel-system_4bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi,bore,stroke,horsepower,peak-rpm,price,price-bins
70,73,0,120.9,208.1,71.7,56.7,3900,308,8.0,14,16,122.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.8,3.35,184.0,4500.0,40960.0,high
71,74,1,112.0,199.2,72.0,55.4,3715,304,8.0,14,16,122.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.8,3.35,184.0,4500.0,45400.0,high
72,75,1,102.7,178.4,68.0,54.8,2910,140,8.0,19,24,122.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.78,3.12,175.0,5000.0,16503.0,low
73,76,2,93.7,157.3,64.4,50.8,1918,92,9.4,37,41,161.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.97,3.23,68.0,5500.0,5389.0,low
74,77,2,93.7,157.3,64.4,50.8,1944,92,9.4,31,38,161.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.97,3.23,68.0,5500.0,6189.0,low
75,78,2,93.7,157.3,64.4,50.8,2004,92,9.4,31,38,161.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.97,3.23,68.0,5500.0,6669.0,low
76,79,1,93.0,157.3,63.8,50.8,2145,98,7.6,24,30,161.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.03,3.39,102.0,5500.0,7689.0,low
77,80,3,96.3,173.0,65.4,49.4,2370,110,7.5,23,30,153.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.17,3.46,116.0,5500.0,9959.0,low
78,81,3,96.3,173.0,65.4,49.4,2328,122,8.5,25,32,153.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.35,3.46,88.0,5000.0,8499.0,low
79,82,3,95.9,173.2,66.3,50.2,2833,156,7.0,19,24,122.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.58,3.86,145.0,5000.0,12629.0,low
80,83,3,95.9,173.2,66.3,50.2,2921,156,7.0,19,24,122.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.59,3.86,145.0,5000.0,14869.0,low
81,84,3,95.9,173.2,66.3,50.2,2926,156,7.0,19,24,122.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.59,3.86,145.0,5000.0,14489.0,low
82,85,1,96.3,172.4,65.4,51.6,2365,122,8.5,25,32,125.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.35,3.46,88.0,5000.0,6989.0,low
83,86,1,96.3,172.4,65.4,51.6,2405,122,8.5,25,32,125.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.35,3.46,88.0,5000.0,8189.0,low
84,87,1,96.3,172.4,65.4,51.6,2403,110,7.5,23,30,125.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.17,3.46,116.0,5500.0,9279.0,low
85,88,-1,96.3,172.4,65.4,51.6,2403,110,7.5,23,30,137.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.17,3.46,116.0,5500.0,9279.0,low
86,89,1,94.5,165.3,63.8,54.5,1889,97,9.4,31,37,128.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.15,3.29,69.0,5200.0,5499.0,low
87,90,1,94.5,165.3,63.8,54.5,2017,103,21.9,45,50,128.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.99,3.47,55.0,4800.0,7099.0,low
88,91,1,94.5,165.3,63.8,54.5,1918,97,9.4,31,37,128.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.15,3.29,69.0,5200.0,6649.0,low
89,92,1,94.5,165.3,63.8,54.5,1938,97,9.4,31,37,122.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.15,3.29,69.0,5200.0,6849.0,low
90,93,1,94.5,170.2,63.8,53.5,2024,97,9.4,31,37,103.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.15,3.29,69.0,5200.0,7349.0,low
91,94,1,94.5,165.3,63.8,54.5,1951,97,9.4,31,37,128.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.15,3.29,69.0,5200.0,7299.0,low
92,95,1,94.5,165.6,63.8,53.3,2028,97,9.4,31,37,128.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.15,3.29,69.0,5200.0,7799.0,low
93,96,1,94.5,165.3,63.8,54.5,1971,97,9.4,31,37,122.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.15,3.29,69.0,5200.0,7499.0,low
94,97,1,94.5,170.2,63.8,53.5,2037,97,9.4,31,37,103.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.15,3.29,69.0,5200.0,7999.0,low
95,98,2,95.1,162.4,63.8,53.3,2008,97,9.4,31,37,168.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.15,3.29,69.0,5200.0,8249.0,low
96,99,0,97.2,173.4,65.2,54.7,2324,120,8.5,27,34,106.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.33,3.47,97.0,5200.0,8949.0,low
97,100,0,97.2,173.4,65.2,54.7,2302,120,8.5,27,34,106.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.33,3.47,97.0,5200.0,9549.0,low
98,101,0,100.4,181.7,66.5,55.1,3095,181,9.0,17,22,128.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.43,3.27,152.0,5200.0,13499.0,low
99,102,0,100.4,184.6,66.5,56.1,3296,181,9.0,17,22,108.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.43,3.27,152.0,5200.0,14399.0,low
100,103,0,100.4,184.6,66.5,55.1,3060,181,9.0,19,25,108.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.43,3.27,152.0,5200.0,13499.0,low
101,104,3,91.3,170.7,67.9,49.7,3071,181,9.0,19,25,194.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.43,3.27,160.0,5200.0,17199.0,low
102,105,3,91.3,170.7,67.9,49.7,3139,181,7.8,17,23,194.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.43,3.27,200.0,5200.0,19699.0,medium
103,106,1,99.2,178.5,67.9,49.7,3139,181,9.0,19,25,231.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.43,3.27,160.0,5200.0,18399.0,low
104,107,0,107.9,186.7,68.4,56.7,3020,120,8.4,19,24,161.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.46,3.19,97.0,5000.0,11900.0,low
105,108,0,107.9,186.7,68.4,56.7,3197,152,21.0,28,33,161.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.7,3.52,95.0,4150.0,13200.0,low
106,109,0,114.2,198.9,68.4,58.7,3230,120,8.4,19,24,122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.46,3.19,97.0,5000.0,12440.0,low
107,110,0,114.2,198.9,68.4,58.7,3430,152,21.0,25,25,122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.7,3.52,95.0,4150.0,13860.0,low
108,111,0,107.9,186.7,68.4,56.7,3075,120,8.4,19,24,161.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.46,2.19,95.0,5000.0,15580.0,low
109,112,0,107.9,186.7,68.4,56.7,3252,152,21.0,28,33,161.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.7,3.52,95.0,4150.0,16900.0,low
110,113,0,114.2,198.9,68.4,56.7,3285,120,8.4,19,24,122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.46,2.19,95.0,5000.0,16695.0,low
111,114,0,114.2,198.9,68.4,58.7,3485,152,21.0,25,25,122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.7,3.52,95.0,4150.0,17075.0,low
112,115,0,107.9,186.7,68.4,56.7,3075,120,8.4,19,24,161.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.46,3.19,97.0,5000.0,16630.0,low
113,116,0,107.9,186.7,68.4,56.7,3252,152,21.0,28,33,161.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.7,3.52,95.0,4150.0,17950.0,low
114,117,0,108.0,186.7,68.3,56.0,3130,134,7.0,18,24,161.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.61,3.21,142.0,5600.0,18150.0,low
115,118,1,93.7,157.3,63.8,50.8,1918,90,9.4,37,41,119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.97,3.23,68.0,5500.0,5572.0,low
116,119,1,93.7,157.3,63.8,50.8,2128,98,7.6,24,30,119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.03,3.39,102.0,5500.0,7957.0,low
117,120,1,93.7,157.3,63.8,50.6,1967,90,9.4,31,38,154.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.97,3.23,68.0,5500.0,6229.0,low
118,121,1,93.7,167.3,63.8,50.8,1989,90,9.4,31,38,154.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.97,3.23,68.0,5500.0,6692.0,low
119,122,1,93.7,167.3,63.8,50.8,2191,98,9.4,31,38,154.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.97,3.23,68.0,5500.0,7609.0,low
120,123,-1,103.3,174.6,64.6,59.8,2535,122,8.5,24,30,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.35,3.46,88.0,5000.0,8921.0,low
121,124,3,95.9,173.2,66.3,50.2,2818,156,7.0,19,24,122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.59,3.86,145.0,5000.0,12764.0,low
122,125,3,94.5,168.9,68.3,50.2,2778,151,9.5,19,27,186.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.94,3.11,143.0,5500.0,22018.0,medium
123,126,3,89.5,168.9,65.0,51.6,2756,194,9.5,17,25,122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.74,2.9,207.0,5900.0,32528.0,high
124,127,3,89.5,168.9,65.0,51.6,2756,194,9.5,17,25,122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.74,2.9,207.0,5900.0,34028.0,high
125,128,3,89.5,168.9,65.0,51.6,2800,194,9.5,17,25,122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.74,2.9,207.0,5900.0,37028.0,high
126,130,0,96.1,181.5,66.5,55.2,2579,132,8.7,23,31,122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.46,3.9,103.0,5117.0,9295.0,low
127,131,2,96.1,176.8,66.6,50.5,2460,132,8.7,23,31,122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.46,3.9,103.0,5117.0,9895.0,low
128,132,3,99.1,186.6,66.5,56.1,2658,121,9.31,21,28,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.54,3.07,110.0,5250.0,11850.0,low
129,133,2,99.1,186.6,66.5,56.1,2695,121,9.3,21,28,104.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.54,3.07,110.0,5250.0,12170.0,low
130,134,3,99.1,186.6,66.5,56.1,2707,121,9.3,21,28,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.54,2.07,110.0,5250.0,15040.0,low
131,135,2,99.1,186.6,66.5,56.1,2758,121,9.3,21,28,104.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.54,3.07,110.0,5250.0,15510.0,low
132,136,3,99.1,186.6,66.5,56.1,2808,121,9.0,19,26,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.54,3.07,160.0,5500.0,18150.0,low
133,137,2,99.1,186.6,66.5,56.1,2847,121,9.0,19,26,104.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.54,3.07,160.0,5500.0,18620.0,medium
134,138,2,93.7,156.9,63.4,53.7,2050,97,9.0,31,36,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.62,2.36,69.0,4900.0,5118.0,low
135,139,2,93.7,157.9,63.6,53.7,2120,108,8.7,26,31,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.62,2.64,73.0,4400.0,7053.0,low
136,140,2,93.3,157.3,63.8,55.7,2240,108,8.7,26,31,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.62,2.64,73.0,4400.0,7603.0,low
137,141,0,97.2,172.0,65.4,52.5,2145,108,9.5,32,37,102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.62,2.64,82.0,4800.0,7126.0,low
138,142,0,97.2,172.0,65.4,52.5,2190,108,9.5,28,33,102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.62,2.64,82.0,4400.0,7775.0,low
139,143,0,97.2,172.0,65.4,52.5,2340,108,9.0,26,32,102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.62,2.64,94.0,5200.0,9960.0,low
140,144,0,97.0,172.0,65.4,54.3,2385,108,9.0,24,25,102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.62,2.64,82.0,4800.0,9233.0,low
141,145,0,97.0,172.0,65.4,54.3,2510,108,7.7,24,29,102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.62,2.64,111.0,4800.0,11259.0,low
142,146,0,97.0,173.5,65.4,53.0,2290,108,9.0,28,32,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.62,2.64,82.0,4800.0,7463.0,low
143,147,0,97.0,173.5,65.4,53.0,2455,108,9.0,25,31,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.62,2.64,94.0,5200.0,10198.0,low
